AR 100 100
A 99 27 5
A 99 28 6
A 99 29 9
A 99 30 9
A 99 31 6
A 99 32 11
A 99 33 18
A 99 34 2
A 99 35 5
A 99 36 19
A 99 37 8
A 99 38 3
A 99 39 4
A 99 40 8
A 99 41 25
A 99 42 24
A 99 43 9
A 99 44 18
A 99 45 4
A 99 46 23
A 99 47 10
A 99 48 23
A 99 49 11
A 99 50 4
A 99 51 10
A 99 52 18
A 99 53 12
A 99 54 6
A 99 55 25
A 99 56 12
A 99 57 7
A 99 58 11
A 99 59 14
A 99 60 16
A 99 61 22
A 99 62 20
A 99 63 23
A 99 64 0
A 99 65 20
A 99 66 23
A 99 67 5
A 99 68 13
A 99 69 14
A 99 70 1
A 99 71 22
A 99 72 9
A 99 73 23
A 99 74 2
A 99 75 11
A 99 76 24
A 99 77 14
A 99 78 7
A 99 79 4
A 99 80 23
A 99 81 1
A 99 82 9
A 99 83 0
A 99 84 5
A 99 85 1
A 99 86 1
A 99 87 11
A 99 88 4
A 99 89 24
A 99 90 7
A 99 91 1
A 99 92 24
A 99 93 8
A 99 94 20
A 99 95 12
A 99 96 10
A 99 97 14
A 99 98 6
A 99 99 1
BR 100 100
B 0 0 24
B 0 1 13
B 0 2 23
B 0 3 25
B 0 4 24
B 0 5 16
B 0 6 4
B 0 7 19
B 0 8 0
B 0 9 18
B 0 10 13
B 0 11 14
B 0 12 1
B 0 13 21
B 0 14 6
B 0 15 8
B 0 16 17
B 0 17 19
B 0 18 4
B 0 19 13
B 0 20 15
B 0 21 19
B 0 22 19
B 0 23 12
B 0 24 4
B 0 25 13
B 0 26 8
B 0 27 17
B 0 28 9
B 0 29 3
B 0 30 10
B 0 31 13
B 0 32 0
B 0 33 21
B 0 34 18
B 0 35 23
B 0 36 13
B 0 37 12
B 0 38 13
B 0 39 20
B 0 40 24
B 0 41 12
B 0 42 17
B 0 43 7
B 0 44 22
B 0 45 0
B 0 46 25
B 0 47 11
B 0 48 6
B 0 49 11
B 0 50 13
B 0 51 25
B 0 52 18
B 0 53 2
B 0 54 25
B 0 55 22
B 0 56 2
B 0 57 10
B 0 58 7
B 0 59 8
B 0 60 18
B 0 61 11
B 0 62 7
B 0 63 15
B 0 64 8
B 0 65 22
B 0 66 24
B 0 67 9
B 0 68 10
B 0 69 2
B 0 70 6
B 0 71 3
B 0 72 21
B 0 73 2
B 0 74 2
B 0 75 2
B 0 76 22
B 0 77 19
B 0 78 15
B 0 79 9
B 0 80 10
B 0 81 25
B 0 82 7
B 0 83 17
B 0 84 16
B 0 85 13
B 0 86 16
B 0 87 18
B 0 88 15
B 0 89 2
B 0 90 21
B 0 91 12
B 0 92 3
B 0 93 14
B 0 94 10
B 0 95 8
B 0 96 20
B 0 97 15
B 0 98 6
B 0 99 22
B 1 0 10
B 1 1 19
B 1 2 24
B 1 3 21
B 1 4 25
B 1 5 5
B 1 6 4
B 1 7 25
B 1 8 8
B 1 9 9
B 1 10 17
B 1 11 6
B 1 12 7
B 1 13 12
B 1 14 15
B 1 15 13
B 1 16 10
B 1 17 23
B 1 18 14
B 1 19 2
B 1 20 22
B 1 21 13
B 1 22 24
B 1 23 24
B 1 24 19
B 1 25 16
B 1 26 4
B 1 27 1
B 1 28 16
B 1 29 5
B 1 30 25
B 1 31 8
B 1 32 20
B 1 33 0
B 1 34 0
B 1 35 2
B 1 36 10
B 1 37 13
B 1 38 16
B 1 39 10
B 1 40 1
B 1 41 12
B 1 42 17
B 1 43 24
B 1 44 22
B 1 45 13
B 1 46 21
B 1 47 14
B 1 48 10
B 1 49 14
B 1 50 22
B 1 51 22
B 1 52 21
B 1 53 15
B 1 54 6
B 1 55 1
B 1 56 13
B 1 57 10
B 1 58 8
B 1 59 1
B 1 60 10
B 1 61 6
B 1 62 21
B 1 63 23
B 1 64 0
B 1 65 14
B 1 66 13
B 1 67 11
B 1 68 13
B 1 69 15
B 1 70 19
B 1 71 0
B 1 72 17
B 1 73 13
B 1 74 15
B 1 75 13
B 1 76 5
B 1 77 0
B 1 78 23
B 1 79 13
B 1 80 7
B 1 81 15
B 1 82 18
B 1 83 22
B 1 84 1
B 1 85 22
B 1 86 18
B 1 87 2
B 1 88 15
B 1 89 0
B 1 90 9
B 1 91 4
B 1 92 25
B 1 93 5
B 1 94 19
B 1 95 2
B 1 96 21
B 1 97 8
B 1 98 12
B 1 99 7
B 2 0 4
B 2 1 21
B 2 2 22
B 2 3 4
B 2 4 12
B 2 5 7
B 2 6 22
B 2 7 8
B 2 8 11
B 2 9 19
B 2 10 20
B 2 11 6
B 2 12 4
B 2 13 13
B 2 14 22
B 2 15 18
B 2 16 0
B 2 17 12
B 2 18 19
B 2 19 9
B 2 20 20
B 2 21 2
B 2 22 16
B 2 23 15
B 2 24 23
B 2 25 5
B 2 26 25
B 2 27 12
B 2 28 10
B 2 29 2
B 2 30 18
B 2 31 1
B 2 32 10
B 2 33 6
B 2 34 7
B 2 35 9
B 2 36 5
B 2 37 24
B 2 38 13
B 2 39 7
B 2 40 5
B 2 41 16
B 2 42 17
B 2 43 11
B 2 44 4
B 2 45 2
B 2 46 8
B 2 47 20
B 2 48 13
B 2 49 23
B 2 50 25
B 2 51 3
B 2 52 16
B 2 53 12
B 2 54 14
B 2 55 9
B 2 56 17
B 2 57 11
B 2 58 7
B 2 59 8
B 2 60 14
B 2 61 20
B 2 62 24
B 2 63 11
B 2 64 9
B 2 65 24
B 2 66 17
B 2 67 2
B 2 68 13
B 2 69 24
B 2 70 15
B 2 71 14
B 2 72 17
B 2 73 18
B 2 74 2
B 2 75 16
B 2 76 5
B 2 77 24
B 2 78 2
B 2 79 23
B 2 80 25
B 2 81 3
B 2 82 25
B 2 83 15
B 2 84 8
B 2 85 4
B 2 86 16
B 2 87 18
B 2 88 6
B 2 89 24
B 2 90 24
B 2 91 21
B 2 92 8
B 2 93 9
B 2 94 1
B 2 95 4
B 2 96 20
B 2 97 23
B 2 98 10
B 2 99 8
B 3 0 15
B 3 1 21
B 3 2 4
B 3 3 8
B 3 4 1
B 3 5 5
B 3 6 19
B 3 7 3
B 3 8 3
B 3 9 25
B 3 10 20
B 3 11 1
B 3 12 1
B 3 13 5
B 3 14 25
B 3 15 1
B 3 16 2
B 3 17 2
B 3 18 3
B 3 19 2
B 3 20 14
B 3 21 8
B 3 22 22
B 3 23 1
B 3 24 14
B 3 25 25
B 3 26 23
B 3 27 2
B 3 28 3
B 3 29 10
B 3 30 16
B 3 31 13
B 3 32 7
B 3 33 5
B 3 34 18
B 3 35 7
B 3 36 5
B 3 37 24
B 3 38 3
B 3 39 12
B 3 40 22
B 3 41 7
B 3 42 23
B 3 43 23
B 3 44 24
B 3 45 7
B 3 46 9
B 3 47 13
B 3 48 20
B 3 49 15
B 3 50 21
B 3 51 4
B 3 52 19
B 3 53 0
B 3 54 25
B 3 55 4
B 3 56 24
B 3 57 23
B 3 58 3
B 3 59 11
B 3 60 6
B 3 61 15
B 3 62 20
B 3 63 10
B 3 64 15
B 3 65 7
B 3 66 6
B 3 67 15
B 3 68 17
B 3 69 6
B 3 70 17
B 3 71 7
B 3 72 17
B 3 73 11
B 3 74 0
B 3 75 3
B 3 76 0
B 3 77 17
B 3 78 12
B 3 79 8
B 3 80 1
B 3 81 12
B 3 82 13
B 3 83 18
B 3 84 1
B 3 85 21
B 3 86 9
B 3 87 14
B 3 88 9
B 3 89 23
B 3 90 13
B 3 91 9
B 3 92 24
B 3 93 2
B 3 94 13
B 3 95 10
B 3 96 1
B 3 97 15
B 3 98 22
B 3 99 21
B 4 0 25
B 4 1 13
B 4 2 7
B 4 3 25
B 4 4 16
B 4 5 17
B 4 6 19
B 4 7 16
B 4 8 8
B 4 9 6
B 4 10 16
B 4 11 13
B 4 12 22
B 4 13 12
B 4 14 8
B 4 15 22
B 4 16 18
B 4 17 14
B 4 18 10
B 4 19 23
B 4 20 17
B 4 21 11
B 4 22 11
B 4 23 13
B 4 24 16
B 4 25 25
B 4 26 15
B 4 27 24
B 4 28 16
B 4 29 9
B 4 30 7
B 4 31 6
B 4 32 6
B 4 33 9
B 4 34 5
B 4 35 0
B 4 36 6
B 4 37 5
B 4 38 24
B 4 39 19
B 4 40 4
B 4 41 18
B 4 42 1
B 4 43 0
B 4 44 22
B 4 45 24
B 4 46 18
B 4 47 6
B 4 48 3
B 4 49 11
B 4 50 10
B 4 51 3
B 4 52 18
B 4 53 20
B 4 54 25
B 4 55 2
B 4 56 10
B 4 57 23
B 4 58 11
B 4 59 19
B 4 60 8
B 4 61 18
B 4 62 2
B 4 63 7
B 4 64 16
B 4 65 17
B 4 66 8
B 4 67 1
B 4 68 0
B 4 69 19
B 4 70 23
B 4 71 20
B 4 72 4
B 4 73 11
B 4 74 17
B 4 75 4
B 4 76 16
B 4 77 17
B 4 78 8
B 4 79 10
B 4 80 7
B 4 81 11
B 4 82 9
B 4 83 21
B 4 84 14
B 4 85 15
B 4 86 4
B 4 87 12
B 4 88 23
B 4 89 13
B 4 90 14
B 4 91 16
B 4 92 6
B 4 93 17
B 4 94 9
B 4 95 0
B 4 96 15
B 4 97 20
B 4 98 7
B 4 99 25
B 5 0 24
B 5 1 24
B 5 2 14
B 5 3 14
B 5 4 25
B 5 5 21
B 5 6 18
B 5 7 19
B 5 8 6
B 5 9 14
B 5 10 8
B 5 11 8
B 5 12 25
B 5 13 2
B 5 14 7
B 5 15 23
B 5 16 2
B 5 17 7
B 5 18 14
B 5 19 10
B 5 20 16
B 5 21 5
B 5 22 25
B 5 23 14
B 5 24 10
B 5 25 7
B 5 26 15
B 5 27 8
B 5 28 19
B 5 29 10
B 5 30 16
B 5 31 24
B 5 32 1
B 5 33 9
B 5 34 12
B 5 35 1
B 5 36 2
B 5 37 5
B 5 38 4
B 5 39 23
B 5 40 12
B 5 41 21
B 5 42 25
B 5 43 6
B 5 44 18
B 5 45 25
B 5 46 25
B 5 47 21
B 5 48 23
B 5 49 22
B 5 50 3
B 5 51 25
B 5 52 10
B 5 53 8
B 5 54 20
B 5 55 24
B 5 56 12
B 5 57 16
B 5 58 25
B 5 59 8
B 5 60 25
B 5 61 7
B 5 62 14
B 5 63 15
B 5 64 17
B 5 65 17
B 5 66 10
B 5 67 9
B 5 68 15
B 5 69 11
B 5 70 23
B 5 71 19
B 5 72 17
B 5 73 25
B 5 74 24
B 5 75 5
B 5 76 2
B 5 77 11
B 5 78 24
B 5 79 20
B 5 80 5
B 5 81 20
B 5 82 25
B 5 83 7
B 5 84 5
B 5 85 8
B 5 86 17
B 5 87 6
B 5 88 0
B 5 89 9
B 5 90 15
B 5 91 12
B 5 92 24
B 5 93 22
B 5 94 15
B 5 95 13
B 5 96 24
B 5 97 7
B 5 98 25
B 5 99 21
B 6 0 0
B 6 1 1
B 6 2 18
B 6 3 20
B 6 4 4
B 6 5 2
B 6 6 1
B 6 7 11
B 6 8 18
B 6 9 1
B 6 10 21
B 6 11 21
B 6 12 20
B 6 13 25
B 6 14 6
B 6 15 2
B 6 16 25
B 6 17 22
B 6 18 6
B 6 19 9
B 6 20 14
B 6 21 22
B 6 22 0
B 6 23 3
B 6 24 17
B 6 25 19
B 6 26 13
B 6 27 3
B 6 28 23
B 6 29 21
B 6 30 8
B 6 31 11
B 6 32 15
B 6 33 21
B 6 34 14
B 6 35 11
B 6 36 21
B 6 37 21
B 6 38 21
B 6 39 9
B 6 40 10
B 6 41 22
B 6 42 19
B 6 43 23
B 6 44 9
B 6 45 8
B 6 46 17
B 6 47 21
B 6 48 8
B 6 49 19
B 6 50 1
B 6 51 10
B 6 52 25
B 6 53 4
B 6 54 17
B 6 55 11
B 6 56 11
B 6 57 5
B 6 58 16
B 6 59 15
B 6 60 7
B 6 61 4
B 6 62 4
B 6 63 22
B 6 64 2
B 6 65 18
B 6 66 11
B 6 67 6
B 6 68 21
B 6 69 18
B 6 70 20
B 6 71 17
B 6 72 3
B 6 73 8
B 6 74 7
B 6 75 13
B 6 76 20
B 6 77 3
B 6 78 21
B 6 79 13
B 6 80 14
B 6 81 3
B 6 82 11
B 6 83 21
B 6 84 10
B 6 85 4
B 6 86 2
B 6 87 4
B 6 88 17
B 6 89 17
B 6 90 23
B 6 91 23
B 6 92 11
B 6 93 20
B 6 94 17
B 6 95 12
B 6 96 19
B 6 97 7
B 6 98 1
B 6 99 7
B 7 0 17
B 7 1 9
B 7 2 22
B 7 3 24
B 7 4 3
B 7 5 23
B 7 6 8
B 7 7 19
B 7 8 8
B 7 9 22
B 7 10 20
B 7 11 7
B 7 12 22
B 7 13 16
B 7 14 24
B 7 15 24
B 7 16 21
B 7 17 2
B 7 18 14
B 7 19 16
B 7 20 13
B 7 21 19
B 7 22 15
B 7 23 5
B 7 24 21
B 7 25 0
B 7 26 2
B 7 27 3
B 7 28 16
B 7 29 10
B 7 30 22
B 7 31 23
B 7 32 20
B 7 33 12
B 7 34 21
B 7 35 20
B 7 36 9
B 7 37 7
B 7 38 25
B 7 39 4
B 7 40 0
B 7 41 15
B 7 42 7
B 7 43 6
B 7 44 24
B 7 45 13
B 7 46 2
B 7 47 2
B 7 48 18
B 7 49 21
B 7 50 21
B 7 51 10
B 7 52 7
B 7 53 8
B 7 54 1
B 7 55 4
B 7 56 1
B 7 57 8
B 7 58 7
B 7 59 23
B 7 60 13
B 7 61 3
B 7 62 12
B 7 63 24
B 7 64 25
B 7 65 18
B 7 66 12
B 7 67 24
B 7 68 14
B 7 69 4
B 7 70 23
B 7 71 3
B 7 72 23
B 7 73 2
B 7 74 17
B 7 75 19
B 7 76 6
B 7 77 19
B 7 78 10
B 7 79 6
B 7 80 17
B 7 81 19
B 7 82 14
B 7 83 22
B 7 84 0
B 7 85 25
B 7 86 8
B 7 87 5
B 7 88 5
B 7 89 14
B 7 90 23
B 7 91 24
B 7 92 4
B 7 93 9
B 7 94 8
B 7 95 15
B 7 96 4
B 7 97 24
B 7 98 23
B 7 99 7
B 8 0 0
B 8 1 4
B 8 2 4
B 8 3 12
B 8 4 11
B 8 5 21
B 8 6 7
B 8 7 16
B 8 8 24
B 8 9 24
B 8 10 6
B 8 11 18
B 8 12 3
B 8 13 6
B 8 14 18
B 8 15 24
B 8 16 20
B 8 17 15
B 8 18 24
B 8 19 19
B 8 20 8
B 8 21 15
B 8 22 11
B 8 23 2
B 8 24 12
B 8 25 1
B 8 26 11
B 8 27 22
B 8 28 23
B 8 29 4
B 8 30 24
B 8 31 2
B 8 32 11
B 8 33 6
B 8 34 11
B 8 35 4
B 8 36 6
B 8 37 14
B 8 38 8
B 8 39 7
B 8 40 19
B 8 41 21
B 8 42 20
B 8 43 18
B 8 44 19
B 8 45 25
B 8 46 21
B 8 47 24
B 8 48 12
B 8 49 13
B 8 50 1
B 8 51 3
B 8 52 3
B 8 53 25
B 8 54 13
B 8 55 23
B 8 56 12
B 8 57 7
B 8 58 25
B 8 59 15
B 8 60 25
B 8 61 0
B 8 62 4
B 8 63 0
B 8 64 2
B 8 65 22
B 8 66 19
B 8 67 6
B 8 68 12
B 8 69 21
B 8 70 14
B 8 71 15
B 8 72 16
B 8 73 8
B 8 74 12
B 8 75 21
B 8 76 12
B 8 77 3
B 8 78 3
B 8 79 19
B 8 80 17
B 8 81 24
B 8 82 17
B 8 83 4
B 8 84 19
B 8 85 9
B 8 86 6
B 8 87 0
B 8 88 3
B 8 89 14
B 8 90 24
B 8 91 10
B 8 92 22
B 8 93 20
B 8 94 2
B 8 95 10
B 8 96 11
B 8 97 2
B 8 98 1
B 8 99 16
B 9 0 14
B 9 1 10
B 9 2 23
B 9 3 20
B 9 4 16
B 9 5 10
B 9 6 25
B 9 7 1
B 9 8 10
B 9 9 24
B 9 10 8
B 9 11 19
B 9 12 15
B 9 13 5
B 9 14 16
B 9 15 14
B 9 16 6
B 9 17 21
B 9 18 12
B 9 19 15
B 9 20 23
B 9 21 21
B 9 22 3
B 9 23 1
B 9 24 25
B 9 25 22
B 9 26 14
B 9 27 3
B 9 28 10
B 9 29 23
B 9 30 21
B 9 31 4
B 9 32 19
B 9 33 6
B 9 34 2
B 9 35 10
B 9 36 24
B 9 37 18
B 9 38 8
B 9 39 11
B 9 40 17
B 9 41 22
B 9 42 14
B 9 43 7
B 9 44 8
B 9 45 0
B 9 46 22
B 9 47 19
B 9 48 9
B 9 49 20
B 9 50 15
B 9 51 10
B 9 52 0
B 9 53 12
B 9 54 1
B 9 55 23
B 9 56 11
B 9 57 21
B 9 58 5
B 9 59 12
B 9 60 23
B 9 61 21
B 9 62 10
B 9 63 6
B 9 64 24
B 9 65 21
B 9 66 7
B 9 67 0
B 9 68 16
B 9 69 24
B 9 70 10
B 9 71 9
B 9 72 5
B 9 73 5
B 9 74 16
B 9 75 22
B 9 76 14
B 9 77 17
B 9 78 18
B 9 79 23
B 9 80 25
B 9 81 24
B 9 82 7
B 9 83 13
B 9 84 10
B 9 85 5
B 9 86 15
B 9 87 12
B 9 88 2
B 9 89 11
B 9 90 13
B 9 91 24
B 9 92 2
B 9 93 24
B 9 94 16
B 9 95 14
B 9 96 9
B 9 97 15
B 9 98 21
B 9 99 11
B 10 0 16
B 10 1 22
B 10 2 9
B 10 3 24
B 10 4 20
B 10 5 19
B 10 6 18
B 10 7 16
B 10 8 4
B 10 9 8
B 10 10 3
B 10 11 7
B 10 12 2
B 10 13 16
B 10 14 18
B 10 15 1
B 10 16 14
B 10 17 16
B 10 18 5
B 10 19 5
B 10 20 12
B 10 21 22
B 10 22 22
B 10 23 10
B 10 24 17
B 10 25 24
B 10 26 3
B 10 27 3
B 10 28 8
B 10 29 21
B 10 30 16
B 10 31 23
B 10 32 19
B 10 33 17
B 10 34 9
B 10 35 8
B 10 36 16
B 10 37 19
B 10 38 8
B 10 39 10
B 10 40 23
B 10 41 18
B 10 42 8
B 10 43 2
B 10 44 5
B 10 45 6
B 10 46 19
B 10 47 18
B 10 48 14
B 10 49 17
B 10 50 25
B 10 51 13
B 10 52 18
B 10 53 10
B 10 54 7
B 10 55 8
B 10 56 0
B 10 57 18
B 10 58 16
B 10 59 20
B 10 60 5
B 10 61 23
B 10 62 10
B 10 63 19
B 10 64 23
B 10 65 22
B 10 66 11
B 10 67 21
B 10 68 15
B 10 69 22
B 10 70 24
B 10 71 24
B 10 72 18
B 10 73 3
B 10 74 23
B 10 75 25
B 10 76 5
B 10 77 9
B 10 78 5
B 10 79 21
B 10 80 21
B 10 81 10
B 10 82 6
B 10 83 12
B 10 84 14
B 10 85 24
B 10 86 5
B 10 87 25
B 10 88 23
B 10 89 16
B 10 90 3
B 10 91 17
B 10 92 11
B 10 93 7
B 10 94 24
B 10 95 21
B 10 96 13
B 10 97 5
B 10 98 19
B 10 99 21
B 11 0 4
B 11 1 20
B 11 2 9
B 11 3 2
B 11 4 21
B 11 5 9
B 11 6 9
B 11 7 15
B 11 8 13
B 11 9 25
B 11 10 23
B 11 11 8
B 11 12 13
B 11 13 2
B 11 14 6
B 11 15 24
B 11 16 16
B 11 17 14
B 11 18 24
B 11 19 2
B 11 20 16
B 11 21 5
B 11 22 21
B 11 23 19
B 11 24 16
B 11 25 9
B 11 26 5
B 11 27 25
B 11 28 1
B 11 29 18
B 11 30 25
B 11 31 22
B 11 32 6
B 11 33 25
B 11 34 19
B 11 35 10
B 11 36 18
B 11 37 12
B 11 38 14
B 11 39 22
B 11 40 16
B 11 41 5
B 11 42 8
B 11 43 2
B 11 44 14
B 11 45 23
B 11 46 13
B 11 47 14
B 11 48 8
B 11 49 7
B 11 50 7
B 11 51 11
B 11 52 0
B 11 53 15
B 11 54 5
B 11 55 7
B 11 56 0
B 11 57 0
B 11 58 1
B 11 59 19
B 11 60 3
B 11 61 11
B 11 62 22
B 11 63 12
B 11 64 19
B 11 65 17
B 11 66 17
B 11 67 25
B 11 68 1
B 11 69 13
B 11 70 16
B 11 71 1
B 11 72 9
B 11 73 12
B 11 74 10
B 11 75 8
B 11 76 13
B 11 77 15
B 11 78 20
B 11 79 12
B 11 80 0
B 11 81 15
B 11 82 17
B 11 83 15
B 11 84 6
B 11 85 14
B 11 86 7
B 11 87 12
B 11 88 7
B 11 89 21
B 11 90 6
B 11 91 17
B 11 92 1
B 11 93 9
B 11 94 11
B 11 95 13
B 11 96 20
B 11 97 16
B 11 98 25
B 11 99 6
B 12 0 6
B 12 1 23
B 12 2 6
B 12 3 19
B 12 4 1
B 12 5 5
B 12 6 1
B 12 7 17
B 12 8 19
B 12 9 12
B 12 10 3
B 12 11 17
B 12 12 20
B 12 13 2
B 12 14 20
B 12 15 0
B 12 16 19
B 12 17 16
B 12 18 25
B 12 19 16
B 12 20 24
B 12 21 23
B 12 22 9
B 12 23 13
B 12 24 4
B 12 25 9
B 12 26 24
B 12 27 23
B 12 28 18
B 12 29 22
B 12 30 10
B 12 31 15
B 12 32 23
B 12 33 6
B 12 34 15
B 12 35 10
B 12 36 7
B 12 37 24
B 12 38 18
B 12 39 9
B 12 40 17
B 12 41 19
B 12 42 16
B 12 43 1
B 12 44 5
B 12 45 12
B 12 46 24
B 12 47 25
B 12 48 10
B 12 49 0
B 12 50 15
B 12 51 18
B 12 52 19
B 12 53 2
B 12 54 11
B 12 55 1
B 12 56 2
B 12 57 8
B 12 58 14
B 12 59 15
B 12 60 22
B 12 61 16
B 12 62 24
B 12 63 10
B 12 64 21
B 12 65 1
B 12 66 11
B 12 67 14
B 12 68 6
B 12 69 22
B 12 70 22
B 12 71 23
B 12 72 8
B 12 73 12
B 12 74 6
B 12 75 3
B 12 76 18
B 12 77 24
B 12 78 10
B 12 79 21
B 12 80 3
B 12 81 25
B 12 82 20
B 12 83 16
B 12 84 1
B 12 85 3
B 12 86 4
B 12 87 24
B 12 88 12
B 12 89 0
B 12 90 25
B 12 91 3
B 12 92 14
B 12 93 23
B 12 94 22
B 12 95 17
B 12 96 2
B 12 97 15
B 12 98 10
B 12 99 19
B 13 0 0
B 13 1 1
B 13 2 10
B 13 3 9
B 13 4 0
B 13 5 10
B 13 6 16
B 13 7 17
B 13 8 15
B 13 9 14
B 13 10 6
B 13 11 8
B 13 12 10
B 13 13 6
B 13 14 14
B 13 15 3
B 13 16 21
B 13 17 9
B 13 18 22
B 13 19 24
B 13 20 7
B 13 21 8
B 13 22 23
B 13 23 9
B 13 24 20
B 13 25 2
B 13 26 9
B 13 27 9
B 13 28 12
B 13 29 4
B 13 30 5
B 13 31 25
B 13 32 19
B 13 33 24
B 13 34 10
B 13 35 16
B 13 36 8
B 13 37 10
B 13 38 8
B 13 39 22
B 13 40 2
B 13 41 12
B 13 42 13
B 13 43 16
B 13 44 20
B 13 45 3
B 13 46 14
B 13 47 11
B 13 48 12
B 13 49 21
B 13 50 12
B 13 51 7
B 13 52 22
B 13 53 6
B 13 54 12
B 13 55 22
B 13 56 19
B 13 57 9
B 13 58 9
B 13 59 13
B 13 60 23
B 13 61 24
B 13 62 24
B 13 63 10
B 13 64 0
B 13 65 23
B 13 66 20
B 13 67 17
B 13 68 5
B 13 69 17
B 13 70 2
B 13 71 6
B 13 72 9
B 13 73 6
B 13 74 6
B 13 75 0
B 13 76 6
B 13 77 15
B 13 78 16
B 13 79 8
B 13 80 8
B 13 81 19
B 13 82 7
B 13 83 3
B 13 84 17
B 13 85 9
B 13 86 0
B 13 87 3
B 13 88 3
B 13 89 19
B 13 90 17
B 13 91 9
B 13 92 18
B 13 93 10
B 13 94 9
B 13 95 4
B 13 96 11
B 13 97 23
B 13 98 17
B 13 99 12
B 14 0 15
B 14 1 21
B 14 2 1
B 14 3 1
B 14 4 7
B 14 5 8
B 14 6 24
B 14 7 24
B 14 8 11
B 14 9 6
B 14 10 20
B 14 11 23
B 14 12 20
B 14 13 14
B 14 14 15
B 14 15 11
B 14 16 2
B 14 17 10
B 14 18 9
B 14 19 15
B 14 20 4
B 14 21 7
B 14 22 17
B 14 23 6
B 14 24 19
B 14 25 24
B 14 26 0
B 14 27 16
B 14 28 22
B 14 29 25
B 14 30 9
B 14 31 0
B 14 32 15
B 14 33 1
B 14 34 10
B 14 35 1
B 14 36 9
B 14 37 10
B 14 38 10
B 14 39 11
B 14 40 10
B 14 41 23
B 14 42 0
B 14 43 13
B 14 44 16
B 14 45 7
B 14 46 15
B 14 47 14
B 14 48 14
B 14 49 0
B 14 50 22
B 14 51 6
B 14 52 1
B 14 53 7
B 14 54 19
B 14 55 5
B 14 56 16
B 14 57 20
B 14 58 16
B 14 59 22
B 14 60 23
B 14 61 3
B 14 62 23
B 14 63 22
B 14 64 6
B 14 65 8
B 14 66 12
B 14 67 9
B 14 68 5
B 14 69 1
B 14 70 18
B 14 71 0
B 14 72 5
B 14 73 15
B 14 74 2
B 14 75 2
B 14 76 24
B 14 77 15
B 14 78 1
B 14 79 12
B 14 80 25
B 14 81 2
B 14 82 12
B 14 83 5
B 14 84 17
B 14 85 14
B 14 86 1
B 14 87 22
B 14 88 19
B 14 89 13
B 14 90 23
B 14 91 22
B 14 92 9
B 14 93 11
B 14 94 5
B 14 95 2
B 14 96 11
B 14 97 11
B 14 98 1
B 14 99 20
B 15 0 7
B 15 1 18
B 15 2 2
B 15 3 4
B 15 4 11
B 15 5 5
B 15 6 6
B 15 7 18
B 15 8 12
B 15 9 12
B 15 10 3
B 15 11 24
B 15 12 8
B 15 13 10
B 15 14 23
B 15 15 14
B 15 16 16
B 15 17 6
B 15 18 19
B 15 19 8
B 15 20 7
B 15 21 13
B 15 22 23
B 15 23 18
B 15 24 5
B 15 25 22
B 15 26 14
B 15 27 11
B 15 28 14
B 15 29 9
B 15 30 2
B 15 31 4
B 15 32 9
B 15 33 13
B 15 34 19
B 15 35 19
B 15 36 22
B 15 37 0
B 15 38 5
B 15 39 20
B 15 40 14
B 15 41 10
B 15 42 20
B 15 43 19
B 15 44 24
B 15 45 11
B 15 46 23
B 15 47 17
B 15 48 15
B 15 49 10
B 15 50 10
B 15 51 11
B 15 52 3
B 15 53 13
B 15 54 22
B 15 55 21
B 15 56 19
B 15 57 13
B 15 58 6
B 15 59 11
B 15 60 7
B 15 61 25
B 15 62 17
B 15 63 3
B 15 64 10
B 15 65 8
B 15 66 1
B 15 67 7
B 15 68 20
B 15 69 25
B 15 70 14
B 15 71 23
B 15 72 18
B 15 73 1
B 15 74 5
B 15 75 2
B 15 76 15
B 15 77 21
B 15 78 1
B 15 79 4
B 15 80 25
B 15 81 20
B 15 82 14
B 15 83 21
B 15 84 23
B 15 85 15
B 15 86 22
B 15 87 4
B 15 88 6
B 15 89 21
B 15 90 0
B 15 91 16
B 15 92 3
B 15 93 13
B 15 94 22
B 15 95 20
B 15 96 7
B 15 97 22
B 15 98 10
B 15 99 7
B 16 0 12
B 16 1 16
B 16 2 9
B 16 3 23
B 16 4 17
B 16 5 8
B 16 6 2
B 16 7 8
B 16 8 2
B 16 9 11
B 16 10 24
B 16 11 18
B 16 12 24
B 16 13 8
B 16 14 0
B 16 15 25
B 16 16 18
B 16 17 20
B 16 18 8
B 16 19 14
B 16 20 15
B 16 21 15
B 16 22 10
B 16 23 19
B 16 24 16
B 16 25 22
B 16 26 15
B 16 27 4
B 16 28 15
B 16 29 15
B 16 30 24
B 16 31 20
B 16 32 10
B 16 33 10
B 16 34 4
B 16 35 20
B 16 36 2
B 16 37 8
B 16 38 21
B 16 39 0
B 16 40 20
B 16 41 9
B 16 42 1
B 16 43 17
B 16 44 16
B 16 45 22
B 16 46 24
B 16 47 3
B 16 48 0
B 16 49 22
B 16 50 5
B 16 51 21
B 16 52 19
B 16 53 19
B 16 54 4
B 16 55 0
B 16 56 3
B 16 57 5
B 16 58 24
B 16 59 18
B 16 60 19
B 16 61 22
B 16 62 10
B 16 63 14
B 16 64 16
B 16 65 6
B 16 66 3
B 16 67 0
B 16 68 25
B 16 69 6
B 16 70 19
B 16 71 15
B 16 72 21
B 16 73 16
B 16 74 23
